Location,Nestbox,Species,Year,Wing.Chord,Sex,ID,Mass,SMI,logwing,logmass,Bander,Elevation
SGR,SGR-222,MOCH,2024,66,F,297010947,11.5,11.69323612,4.189654742,2.442347035,ONT,2508.504
NED,NED-392,MOCH,2024,72,M,POX392A,12,11.56093598,4.276666119,2.48490665,ONT,2529.84
NED,NED-392,MOCH,2024,69,F,297010827,12,11.87000384,4.234106505,2.48490665,ONT,2529.84
SGR,SGR-175 ,MOCH,2024,69,M,POX175A2024,12,11.87000384,4.234106505,2.48490665,ONT,2522.22
SGR,SGR-175 ,MOCH,2024,66,F,POX175B2024,12,12.20163769,4.189654742,2.48490665,ONT,2522.22
NED,NED-404,MOCH,2024,70,M,POX62024,12.5,12.25479082,4.248495242,2.525728644,WCA,2590.8
NED,NED-404,MOCH,2024,64,F,POX52024,10.5,10.88204451,4.158883083,2.351375257,WCA,2590.8
FLG,FLG-239,MOCH,2024,68,M,255022180,12.5,12.47699217,4.219507705,2.525728644,WCA,2324.1
FLG,FLG-239,MOCH,2024,67,F,255022179,12,12.08842278,4.204692619,2.48490665,WCA,2324.1
FLG,FLG-423,MOCH,2024,68,M,255022178,11.5,11.4788328,4.219507705,2.442347035,WCA,2324.1
FLG,FLG-423,MOCH,2024,66,F,255022162,11.5,11.69323612,4.189654742,2.442347035,WCA,2324.1
FLG,FLG-217,MOCH,2024,72,M,POX32024,11,10.59752465,4.276666119,2.397895273,SRP,2324.1
FLG,FLG-217,MOCH,2024,70,F,255021950,11.5,11.27440756,4.248495242,2.442347035,SRP,2324.1
SGR,SGR-254,MOCH,2024,72,M,290040674,12,11.56093598,4.276666119,2.48490665,SRP,1996.44
SGR,SGR-254,MOCH,2024,64,F,255021942,11,11.4002371,4.158883083,2.397895273,WCA,1996.44
BLD,BLD-334,MOCH,2024,68,M,255021924,11,10.97975311,4.219507705,2.397895273,SRP,1691.64
BLD,BLD-334,MOCH,2024,67,F,255021923,11,11.08105421,4.204692619,2.397895273,ONT,1691.64
SGR,SGR-253,MOCH,2024,69,M,255021925,11.5,11.37542034,4.234106505,2.442347035,SRP,1981.2
SGR,SGR-253,MOCH,2024,66,F,255021926,10.5,10.67643298,4.189654742,2.351375257,ONT,1981.2
BLD,BLD-368,MOCH,2024,72,F,POX22024,11.5,11.07923031,4.276666119,2.442347035,WCA,2069.592
SGR,SGR-206,MOCH,2024,69,M,POX206A,12,11.87000384,4.234106505,2.48490665,ONT,2508.504
SGR,SGR-207,MOCH,2024,66,F,255021975,12.5,12.71003926,4.189654742,2.525728644,ONT,2511.552
SGR,SGR-166,MOCH,2024,65,F,305017030,11.5,11.80442984,4.17438727,2.442347035,ONT,2554.224
SGR,SGR-149,MOCH,2024,69,M,305017016,12,11.87000384,4.234106505,2.48490665,ONT,2508.504
BLD,BLD-274,MOCH,2024,68,M,255022033,12.5,12.47699217,4.219507705,2.525728644,WCA,2929.128
SGR,SGR-159,MOCH,2024,67,F,255022034,11,11.08105421,4.204692619,2.397895273,WCA,2506.98
MRS,,MOCH,2024,64,F,305017074,13,13.47300749,4.158883083,2.564949357,HLK,
MRS,MRS-60,MOCH,2024,68,M,305017096,11,10.97975311,4.219507705,2.397895273,WCA,3090.672
MRS,MRS-36,MOCH,2024,66,M,255022057,11.5,11.69323612,4.189654742,2.442347035,WCA,3261.36
BLD,BLD-305,BCCH,2023,68,M,294018390,13,12.73329966,4.219507705,2.564949357,HLK,1645.92
BLD,BLD-266,BCCH,2023,66,M,294018389,12,11.96603284,4.189654742,2.48490665,HLK,1691.64
BLD,BLD-271,BCCH,2023,68,M,297010707,11.5,11.26407277,4.219507705,2.442347035,WCA,1653.54
BLD,BLD-295,BCCH,2023,67,M,POX12023,12,11.85865742,4.204692619,2.48490665,HLK,1676.4
BLD,BLD-256,BCCH,2023,68,M,297010717,12,11.75381507,4.219507705,2.48490665,NCA,1653.54
BLD,BLD-326,BCCH,2023,62,F,297010724,11.5,11.90534849,4.127134385,2.442347035,WCA,1584.96
BLD,BLD-343,BCCH,2023,66,M,297010736,12.5,12.46461754,4.189654742,2.525728644,WCA,1645.92
BLD,BLD-365,BCCH,2023,65,M,297010751,12,12.0760423,4.17438727,2.48490665,WCA,1691.64
SGR,SGR-227,BCCH,2023,65,M,297010764,11,11.06970544,4.17438727,2.397895273,WCA,2491.74
BLD,BLD-258,BCCH,2023,65,M,297010816,12,12.0760423,4.17438727,2.48490665,HLK,1653.54
BLD,BLD-326,BCCH,2022,67,M,291054101,10.5,10.37632525,4.204692619,2.351375257,MEL,1584.96
BLD,BLD-300,BCCH,2022,67,M,291054104,12,11.85865742,4.204692619,2.48490665,MEL,1650.492
BLD,BLD-281,BCCH,2022,68,M,213017453,12,11.75381507,4.219507705,2.48490665,MEL,1650.492
BLD,CU-108,BCCH,2022,68,M,291054089,10.5,10.28458818,4.219507705,2.351375257,MEL,1645.92
BLD,BLD-351,BCCH,2022,62,M,291054298,10.5,10.87010079,4.127134385,2.351375257,NCA,1591.056
BLD,BLD-261,BCCH,2022,63,M,291054107,12.5,12.81707923,4.143134726,2.525728644,WCA,1699.26
BLD,BLD-266,BCCH,2022,70,M,291054105,13,12.51396427,4.248495242,2.564949357,MEL,1691.64
BLD,BLD-388,BCCH,2022,69,M,291054296,12,11.65141006,4.234106505,2.48490665,MEL,1615.44
BLD,BLD-291,BCCH,2022,68,M,297010615,12.5,12.24355736,4.219507705,2.525728644,MEL,1706.88
SGR,SGR-207,BCCH,2022,67,M,291054120,12,11.85865742,4.204692619,2.48490665,NCA,2491.74
BLD,BLD-276,BCCH,2021,63,M,213017475,13,13.3297624,4.143134726,2.564949357,ANT,1645.92
BLD,BLD-281,BCCH,2021,67,M,213017453,11,10.87043597,4.204692619,2.397895273,ANT,1645.92
BLD,BLD-289,BCCH,2021,68,M,291053902,12,11.75381507,4.219507705,2.48490665,ANT,1645.92
BLD,BLD-321,BCCH,2021,69,M,213017452,10.5,10.19498381,4.234106505,2.351375257,ANT,1670.304
BLD,BLD-333,BCCH,2021,62,M,213017497,12.5,12.94059618,4.127134385,2.525728644,ANT,1630.68
BLD,BLD-349 ,BCCH,2021,68,M,213017457,10.5,10.28458818,4.219507705,2.351375257,ANT,1615.44
BLD,BLD-365 ,BCCH,2021,67,M,291053914,10.5,10.37632525,4.204692619,2.351375257,ANT,1699.26
MRS,MRS-089,BCCH,2021,65,M,291054251,11.5,11.57287387,4.17438727,2.442347035,ANT,2895.6
BLD,BLD-256,BCCH,2020,70,M,283031991,12,11.55135164,4.248495242,2.48490665,KCG,1645.92
BLD,BLD-257,BCCH,2020,70,M,283031990,11,10.588739,4.248495242,2.397895273,KCG,1645.92
BLD,BLD-289,BCCH,2020,71,M,283031923,13,12.40801644,4.262679877,2.564949357,KCG,1645.92
BLD,BLD-300,BCCH,2020,65,M,283031998,11,11.06970544,4.17438727,2.397895273,KCG,1645.92
BLD,BLD-373,BCCH,2020,71,M,283031994,11,10.49909083,4.262679877,2.397895273,KCG,1655.064
BLD,BLD-326,BCCH,2020,70,M,283032005,12,11.55135164,4.248495242,2.48490665,KCG,1600.2
BLD,CU-118,BCCH,2020,70,M,283032001,12,11.55135164,4.248495242,2.48490665,KCG,1638.3
BLD,BLD-388,BCCH,2020,66,M,283032016,11,10.96886343,4.189654742,2.397895273,KCG,1630.68
BLD,BLD-347,BCCH,2020,71,M,283032013,11,10.49909083,4.262679877,2.397895273,KCG,1719.072
BLD,BLD-409,BCCH,2020,62,M,283032075,12,12.42297234,4.127134385,2.48490665,KCG,1645.92
BLD,BLD-269,BCCH,2020,68,M,283032077,11,10.77433048,4.219507705,2.397895273,KCG,1638.3
BLD,BLD-320,BCCH,2020,66,M,283032090,12,11.96603284,4.189654742,2.48490665,KCG,1554.48
BLD,BLD-220,BCCH,2020,65,M,290040631,13.5,13.58554759,4.17438727,2.602689685,ANT,1691.64
BLD,BLD-285,BCCH,2020,65,M,290040640,11.5,11.57287387,4.17438727,2.442347035,ANT,1653.54
BLD,CU-108,BCCH,2019,68,M,283031940,11,10.77433048,4.219507705,2.397895273,KCG,1645.92
BLD,CU-134,BCCH,2019,68,M,209037430,11,10.77433048,4.219507705,2.397895273,ANT,1645.92
BLD,BLD-272,BCCH,2019,74,M,283031924,12,11.17292377,4.304065093,2.48490665,KCG,1653.54
BLD,BLD-287,BCCH,2019,69,M,283031847,12,11.65141006,4.234106505,2.48490665,KCG,1661.16
BLD,BLD-295,BCCH,2019,65,M,283031973,13,13.08237916,4.17438727,2.564949357,KCG,1691.64
BLD,BLD-297,BCCH,2019,68,M,209037457,12,11.75381507,4.219507705,2.48490665,ANT,1630.68
BLD,BLD-316,BCCH,2019,67,M,283031907,12,11.85865742,4.204692619,2.48490665,KCG,1653.54
BLD,BLD-305,BCCH,2023,67,F,294018377,11,10.87043597,4.204692619,2.397895273,HLK,1633.728
BLD,BLD-266,BCCH,2023,66,F,POX22023,11.5,11.46744814,4.189654742,2.442347035,HLK,1691.64
BLD,BLD-271,BCCH,2023,67,F,297010706,12,11.85865742,4.204692619,2.48490665,NCA,1653.54
BLD,BLD-295,BCCH,2023,62,F,297010708,10,10.35247695,4.127134385,2.302585093,WCA,1676.4
BLD,BLD-256,BCCH,2023,67,F,297010716,12,11.85865742,4.204692619,2.48490665,NCA,1653.54
BLD,BLD-326,BCCH,2023,64,M,297010725,10,10.15732705,4.158883083,2.302585093,WCA,1584.96
BLD,BLD-343,BCCH,2023,65,F,297010737,11.5,11.57287387,4.17438727,2.442347035,WCA,1645.92
BLD,BLD-365,BCCH,2023,66,F,297010750,12,11.96603284,4.189654742,2.48490665,WCA,1691.64
SGR,SGR-227,BCCH,2023,64,F,297010765,12,12.18879247,4.158883083,2.48490665,WCA,2491.74
BLD,BLD-258,BCCH,2023,63,F,297010817,10,10.25366338,4.143134726,2.302585093,SRP,1653.54
BLD,BLD-326,BCCH,2022,60,F,291054102,9.5,10.0300648,4.094344562,2.251291799,MEL,1584.96
BLD,BLD-300,BCCH,2022,62,F,291054103,10.5,10.87010079,4.127134385,2.351375257,MEL,1650.492
BLD,BLD-281,BCCH,2022,64,F,213017479,11.5,11.68092611,4.158883083,2.442347035,MEL,1650.492
BLD,CU-108,BCCH,2022,64,F,283031941,12.5,12.69665882,4.158883083,2.525728644,MEL,1645.92
BLD,BLD-351,BCCH,2022,63,F,291054299,11,11.27902972,4.143134726,2.397895273,MEL,1591.056
BLD,BLD-261,BCCH,2022,70,F,291054290,11,10.588739,4.248495242,2.397895273,NCA,1699.26
BLD,BLD-266,BCCH,2022,69,F,POX12022,11.5,11.16593464,4.234106505,2.442347035,MEL,1691.64
BLD,BLD-388,BCCH,2022,64,F,291054297,10,10.15732705,4.158883083,2.302585093,MEL,1615.44
BLD,BLD-291,BCCH,2022,65,F,297010614,9.5,9.560200154,4.17438727,2.251291799,MEL,1706.88
SGR,SGR-207,BCCH,2022,71,F,291054119,11,10.49909083,4.262679877,2.397895273,NCA,2491.74
BLD,BLD-276,BCCH,2021,60,F,213017447,11.5,12.14165739,4.094344562,2.442347035,ANT,1645.92
BLD,BLD-281,BCCH,2021,63,F,213017479,10,10.25366338,4.143134726,2.302585093,ANT,1645.92
BLD,BLD-289,BCCH,2021,63,F,213017448,12,12.30439606,4.143134726,2.48490665,ANT,1645.92
BLD,BLD-321,BCCH,2021,63,F,213017451,12.5,12.81707923,4.143134726,2.525728644,ANT,1670.304
BLD,BLD-333,BCCH,2021,62,F,213017455,12,12.42297234,4.127134385,2.48490665,ANT,1630.68
BLD,BLD-349 ,BCCH,2021,62,F,213017456,12.5,12.94059618,4.127134385,2.525728644,ANT,1615.44
BLD,BLD-365 ,BCCH,2021,65,F,291053915,10,10.06336858,4.17438727,2.302585093,ANT,1699.26
MRS,MRS-089,BCCH,2021,67,F,291054250,11.5,11.3645467,4.204692619,2.442347035,ANT,2895.6
BLD,BLD-256,BCCH,2020,64,F,283031993,11,11.17305976,4.158883083,2.397895273,KCG,1645.92
BLD,BLD-257,BCCH,2020,66,F,283031992,11,10.96886343,4.189654742,2.397895273,KCG,1645.92
BLD,BLD-289,BCCH,2020,63,F,283031999,11,11.27902972,4.143134726,2.397895273,KCG,1645.92
BLD,BLD-300,BCCH,2020,62,F,283031997,11,11.38772464,4.127134385,2.397895273,KCG,1645.92
BLD,BLD-281 ,BCCH,2020,65,F,283031900,11,11.06970544,4.17438727,2.397895273,KCG,1650.492
BLD,BLD-373,BCCH,2020,66,F,283031995,11,10.96886343,4.189654742,2.397895273,KCG,1655.064
BLD,BLD-326,BCCH,2020,63,F,283032004,12,12.30439606,4.143134726,2.48490665,KCG,1584.96
BLD,CU-118,BCCH,2020,63,F,283032000,12,12.30439606,4.143134726,2.48490665,KCG,1638.3
BLD,BLD-388,BCCH,2020,67,F,283032015,12,11.85865742,4.204692619,2.48490665,KCG,1615.44
BLD,BLD-347,BCCH,2020,66,F,283032014,12,11.96603284,4.189654742,2.48490665,KCG,1719.072
BLD,BLD-409,BCCH,2020,62,F,283032076,11,11.38772464,4.127134385,2.397895273,KCG,1645.92
BLD,BLD-269,BCCH,2020,63,F,283032078,11,11.27902972,4.143134726,2.397895273,KCG,1638.3
BLD,BLD-320,BCCH,2020,67,F,283032091,12,11.85865742,4.204692619,2.48490665,KCG,1554.48
BLD,BLD-220,BCCH,2020,61,F,290040632,11,11.49926026,4.110873864,2.397895273,ANT,1691.64
BLD,BLD-285,BCCH,2020,61,F,290040641,10,10.45387296,4.110873864,2.302585093,ANT,1653.54
BLD,CU-108,BCCH,2019,63,F,283031941,11.5,11.79171289,4.143134726,2.442347035,KCG,1645.92
BLD,CU-134,BCCH,2019,65,F,209037431,11.5,11.57287387,4.17438727,2.442347035,ANT,1645.92
BLD,BLD-272,BCCH,2019,66,F,283031929,11,10.96886343,4.189654742,2.397895273,KCG,1653.54
BLD,BLD-287,BCCH,2019,61,F,283031964,10,10.45387296,4.110873864,2.302585093,KCG,1661.16
BLD,BLD-295,BCCH,2019,65,F,283031975,11,11.06970544,4.17438727,2.397895273,KCG,1691.64
BLD,BLD-297,BCCH,2019,64,F,209037458,11,11.17305976,4.158883083,2.397895273,ANT,1630.68
BLD,BLD-316,BCCH,2019,66,F,283031908,12,11.96603284,4.189654742,2.48490665,KCG,1653.54
BLD,BLD-281,BCCH,2019,63,F,283031900,11,11.27902972,4.143134726,2.397895273,KCG,1650.492
BLD,BLD-313,BCCH,2019,64,F,283031910,11,11.17305976,4.158883083,2.397895273,KCG,1648.968
BLD,BLD-274,BCCH,2019,66,M,283031916,11,10.96886343,4.189654742,2.397895273,KCG,2929.128
BLD,BLD-274,BCCH,2019,67,F,283031915,12,11.85865742,4.204692619,2.48490665,KCG,2929.128
BLD,BLD-277,BCCH,2019,69,M,283031923,13,12.6223609,4.234106505,2.564949357,ANT,2891.028
CU,115-2019,BCCH,2019,70,M,283031939,13,12.51396427,4.248495242,2.564949357,KCG,1639.824
CU,125-2019,BCCH,2019,67,M,283031938,11,10.87043597,4.204692619,2.397895273,KCG,1641.348
BLD,345-2019,BCCH,2019,63,M,209037444,10,10.25366338,4.143134726,2.302585093,ANT,1711.452
CU,113-2019,BCCH,2019,67,M,283031953,11,10.87043597,4.204692619,2.397895273,KCG,1648.968
SGR,336-2019,BCCH,2019,65,F,209037470,13,13.08237916,4.17438727,2.564949357,ANT,1952.244
SGR,207-2019,BCCH,2019,63,M,209037484,11,11.27902972,4.143134726,2.397895273,ANT,2491.74
BLD,CU-113,BCCH,2020,65,F,283032002,13,13.08237916,4.17438727,2.564949357,KCG,1648.968
BLD,CU-108,BCCH,2020,65,F,283031941,13,13.08237916,4.17438727,2.564949357,KCG,1636.776
BLD,BLD-387,BCCH,2020,66,F,283032010,11,10.96886343,4.189654742,2.397895273,KCG,1676.4
SGR,SGR-408,BCCH,2020,63,F,290040605,10.5,10.76634655,4.143134726,2.351375257,ANT,
BLD,BLD-330,BCCH,2020,63,F,290040650,12,12.30439606,4.143134726,2.48490665,ANT,1676.4
BLD,BLD-326,BCCH,2021,64,F,283032004,11,11.17305976,4.158883083,2.397895273,ANT,2286
BLD,BLD-351,BCCH,2021,62,F,213017449,11,11.38772464,4.127134385,2.397895273,ANT,1591.056
BLD,BLD-256,BCCH,2021,65,F,213017450,10,10.06336858,4.17438727,2.302585093,ANT,1653.54
BLD,BLD-300,BCCH,2021,63,F,213017454,10.5,10.76634655,4.143134726,2.351375257,ANT,1650.492
BLD,BLD-398,BCCH,2021,69,M,213017458,10.5,10.19498381,4.234106505,2.351375257,ANT,1589.532
BLD,BLD-319 - Erin Harding,BCCH,2021,65,M,291053929,12.5,12.57921073,4.17438727,2.525728644,ANT,1641.348
BLD,BLD-257,BCCH,2022,67,F,291054293,12,11.85865742,4.204692619,2.48490665,NCA,1650.492
BLD,BLD-365,BCCH,2022,65,F,291054116,11.5,11.57287387,4.17438727,2.442347035,MEL,1702.308
BLD,BLD-131,BCCH,2022,67,F,283032067,13,12.84687888,4.204692619,2.564949357,,1650.492
BLD,BLD-387,BCCH,2023,67,M,294018388,11.5,11.3645467,4.204692619,2.442347035,HLK,1676.4
BLD,BLD-285,BCCH,2023,65,F,297010705,10.5,10.56653701,4.17438727,2.351375257,WCA,1653.54
BLD,BLD-349,BCCH,2023,67,M,297010726,11,10.87043597,4.204692619,2.397895273,WCA,1630.68
BLD,CU-125,BCCH,2023,66,F,297010727,11.5,11.46744814,4.189654742,2.442347035,WCA,1641.348
BLD,CU-108,BCCH,2023,67,M,297010745,12,11.85865742,4.204692619,2.48490665,WCA,1636.776
BLD,BLD-311,BCCH,2023,66,F,297010749,10,9.971694031,4.189654742,2.302585093,WCA,1700.784
BLD,BLD-261,BCCH,2024,69,M,291054290,11,10.68045922,4.234106505,2.397895273,SRP,1700.784
BLD,BLD-261,BCCH,2024,65,F,291054107,11.5,11.57287387,4.17438727,2.442347035,ONT,1700.784
BLD,BLD-397,BCCH,2024,67,M,297010750,12,11.85865742,4.204692619,2.48490665,SRP,1700.784
BLD,BLD-397,BCCH,2024,66,F,297010751,11.5,11.46744814,4.189654742,2.442347035,ONT,1700.784
BLD,BLD-256,BCCH,2024,65,M,297010717,12,12.0760423,4.17438727,2.48490665,ONT,1653.54
BLD,BLD-256,BCCH,2024,62,F,255021908,11,11.38772464,4.127134385,2.397895273,SRP,1653.54
BLD,CU-104,BCCH,2024,69,M,255021899,11.5,11.16593464,4.234106505,2.442347035,SRP,1645.92
BLD,CU-104,BCCH,2024,60,F,255021898,10.5,11.0858611,4.094344562,2.351375257,ONT,1645.92
BLD,BLD-305,BCCH,2024,66,M,255021866,11,10.96886343,4.189654742,2.397895273,SRP,1633.728
BLD,BLD-305,BCCH,2024,64,F,294018377,10.5,10.66519341,4.158883083,2.351375257,ONT,1633.728
BLD,BLD-281,BCCH,2024,67,M,255021868,12,11.85865742,4.204692619,2.48490665,SRP,1645.92
BLD,BLD-281,BCCH,2024,64,F,255021867,11.5,11.68092611,4.158883083,2.442347035,ONT,1645.92
BLD,BLD-161,BCCH,2024,72,M,275005503,12.5,11.83118148,4.276666119,2.525728644,ONT,1653.54
BLD,BLD-161,BCCH,2024,61,F,275005504,10,10.45387296,4.110873864,2.302585093,ONT,1653.54
BLD,BLD-290,BCCH,2024,68,M,255021849,13.5,13.22304195,4.219507705,2.602689685,SRP,1706.88
BLD,BLD-290,BCCH,2024,64,F,255021850,10,10.15732705,4.158883083,2.302585093,ONT,1706.88
BLD,BLD-363,BCCH,2024,66,M,255021860,11,10.96886343,4.189654742,2.397895273,SRP,1694.688
BLD,BLD-363,BCCH,2024,63,F,255021859,9,9.228297045,4.143134726,2.197224577,ONT,1694.688
BLD,BLD-351,BCCH,2024,65,M,255021879,12,12.0760423,4.17438727,2.48490665,ONT,1589.532
BLD,BLD-351,BCCH,2024,63,F,255021865,11,11.27902972,4.143134726,2.397895273,SRP,1589.532
BLD,BLD-265,BCCH,2024,67,M,255021836,12.5,12.35276815,4.204692619,2.525728644,SRP,1700.784
BLD,BLD-265,BCCH,2024,66,F,POX12024,12,11.96603284,4.189654742,2.48490665,ONT,1700.784
BLD,BLD-372,BCCH,2024,68,M,255021842,12,11.75381507,4.219507705,2.48490665,SRP,1687.068
BLD,BLD-372,BCCH,2024,63,F,255021832,10.5,10.76634655,4.143134726,2.351375257,ONT,1687.068
BLD,BLD-286,BCCH,2024,66,M,255021812,11,10.96886343,4.189654742,2.397895273,ONT,1655.064
BLD,BLD-286,BCCH,2024,63,F,255021813,14,14.35512874,4.143134726,2.63905733,SRP,1655.064
BLD,BLD-321,BCCH,2024,68,M,255021810,12,11.75381507,4.219507705,2.48490665,ONT,1684.02
BLD,BLD-321,BCCH,2024,64,F,255021809,12,12.18879247,4.158883083,2.48490665,SRP,1684.02
BLD,BLD-407,BCCH,2024,69,M,255021807,12,11.65141006,4.234106505,2.48490665,ONT,1517.599
BLD,BLD-407,BCCH,2024,66,F,255021808,13,12.96320224,4.189654742,2.564949357,WCA,1517.599
BLD,CU-128,BCCH,2024,66,F,255021801,12.5,12.46461754,4.189654742,2.525728644,SRP,1645.92
